City,Date,Card Type,Exp Type,Gender,Amount,Cluster_KMeans,Cluster_HCA
"Bengaluru, India",2014-12-20,Silver,Entertainment,F,293844,1,1
"Delhi, India",2015-03-02,Gold,Fuel,F,28547,0,0
"Delhi, India",2014-11-17,Silver,Food,F,178556,1,1
"Greater Mumbai, India",2014-04-21,Platinum,Fuel,F,228723,0,1
"Ahmedabad, India",2014-12-26,Signature,Bills,F,179285,1,1
"Delhi, India",2015-03-21,Signature,Fuel,M,101605,2,3
"Bengaluru, India",2014-12-24,Silver,Grocery,F,19467,1,1
"Delhi, India",2015-02-08,Signature,Grocery,F,43870,0,0
"Delhi, India",2015-04-09,Signature,Food,M,102940,2,3
"Delhi, India",2014-12-26,Signature,Fuel,M,231638,3,2
"Greater Mumbai, India",2014-12-09,Gold,Food,M,295810,3,2
"Bengaluru, India",2015-02-24,Gold,Fuel,F,186207,0,0
"Greater Mumbai, India",2013-10-15,Silver,Food,M,259903,3,2
"Delhi, India",2014-10-03,Signature,Entertainment,M,129332,3,2
"Delhi, India",2015-01-15,Silver,Entertainment,F,67579,0,0
"Greater Mumbai, India",2014-09-10,Gold,Entertainment,M,129959,3,2
"Delhi, India",2015-05-23,Silver,Fuel,M,67047,2,3
"Ahmedabad, India",2013-12-07,Silver,Food,F,254019,1,1
"Greater Mumbai, India",2013-11-02,Signature,Food,M,90271,3,2
"Delhi, India",2013-12-13,Signature,Entertainment,F,189793,1,1
"Delhi, India",2014-12-28,Silver,Entertainment,F,135688,1,1
"Greater Mumbai, India",2014-02-11,Gold,Bills,F,251244,0,0
"Bengaluru, India",2014-11-01,Platinum,Food,F,198800,1,1
"Greater Mumbai, India",2015-01-03,Signature,Food,F,188195,0,0
"Bengaluru, India",2013-11-06,Platinum,Food,F,123752,1,1
"Ahmedabad, India",2015-04-18,Silver,Bills,M,110755,2,3
"Ahmedabad, India",2014-04-17,Platinum,Fuel,M,168815,2,2
"Ahmedabad, India",2014-11-11,Gold,Entertainment,F,224525,1,1
"Bengaluru, India",2014-07-09,Platinum,Entertainment,F,224795,1,0
"Delhi, India",2015-01-17,Silver,Bills,F,270558,0,0
"Greater Mumbai, India",2013-12-15,Signature,Entertainment,F,282698,1,1
"Greater Mumbai, India",2014-04-27,Gold,Fuel,F,297158,0,1
"Greater Mumbai, India",2015-03-02,Silver,Fuel,F,128914,0,0
"Bengaluru, India",2015-01-05,Platinum,Fuel,F,170863,0,0
"Ahmedabad, India",2013-11-03,Gold,Entertainment,F,1844,1,1
"Ahmedabad, India",2013-10-18,Platinum,Grocery,F,130626,1,1
"Delhi, India",2015-04-07,Gold,Food,F,1350,0,0
"Ahmedabad, India",2014-05-07,Silver,Entertainment,M,188283,2,3
"Ahmedabad, India",2015-03-30,Signature,Entertainment,F,101551,0,0
"Greater Mumbai, India",2015-02-07,Silver,Bills,F,226491,0,0
"Delhi, India",2013-12-19,Gold,Entertainment,F,105230,1,1
"Bengaluru, India",2014-02-08,Silver,Bills,F,251935,0,1
"Greater Mumbai, India",2014-09-15,Gold,Fuel,F,57748,1,1
"Delhi, India",2015-03-11,Gold,Entertainment,F,213707,0,0
"Greater Mumbai, India",2013-11-03,Silver,Food,M,270276,3,2
"Ahmedabad, India",2015-02-20,Gold,Entertainment,M,113919,2,3
"Ahmedabad, India",2015-05-15,Signature,Grocery,M,61661,2,3
"Delhi, India",2014-10-03,Signature,Bills,M,70520,3,2
"Ahmedabad, India",2015-01-14,Platinum,Bills,F,196929,0,0
"Delhi, India",2014-02-22,Silver,Fuel,F,231681,0,1
"Bengaluru, India",2014-07-26,Gold,Fuel,M,88526,3,2
"Ahmedabad, India",2014-11-15,Silver,Food,F,94891,1,1
"Ahmedabad, India",2014-04-09,Silver,Fuel,M,150471,2,2
"Greater Mumbai, India",2015-03-12,Silver,Entertainment,F,26448,0,0
"Delhi, India",2013-11-17,Silver,Food,F,137266,1,1
"Bengaluru, India",2014-02-08,Silver,Entertainment,F,192670,0,1
"Delhi, India",2014-11-01,Platinum,Entertainment,F,265220,1,1
"Delhi, India",2015-01-26,Platinum,Bills,F,17930,0,0
"Delhi, India",2014-01-07,Signature,Food,M,252276,2,3
"Greater Mumbai, India",2015-04-19,Silver,Food,M,79147,2,3
"Delhi, India",2014-10-20,Gold,Grocery,M,176663,3,2
"Delhi, India",2014-02-13,Signature,Food,F,199131,0,1
"Delhi, India",2014-03-31,Gold,Food,F,230904,0,0
"Delhi, India",2014-07-22,Silver,Food,M,166395,3,2
"Greater Mumbai, India",2014-09-04,Silver,Grocery,M,140457,3,2
"Greater Mumbai, India",2013-12-20,Signature,Food,F,293741,1,1
"Ahmedabad, India",2014-08-12,Platinum,Entertainment,M,222396,3,2
"Ahmedabad, India",2014-08-14,Signature,Grocery,M,164958,3,2
"Delhi, India",2015-02-10,Platinum,Grocery,M,236187,2,3
"Greater Mumbai, India",2013-11-19,Gold,Grocery,M,24753,3,2
"Greater Mumbai, India",2013-11-08,Platinum,Grocery,M,170174,3,2
"Ahmedabad, India",2014-02-01,Platinum,Bills,M,8498,2,3
"Delhi, India",2014-01-24,Platinum,Food,F,54865,0,0
"Delhi, India",2014-08-07,Gold,Fuel,F,52777,1,1
"Delhi, India",2015-05-06,Gold,Grocery,M,248710,2,3
"Bengaluru, India",2015-01-30,Platinum,Entertainment,F,3928,0,0
"Delhi, India",2015-04-24,Platinum,Bills,F,276608,0,0
"Greater Mumbai, India",2014-08-21,Silver,Grocery,F,216583,1,1
"Ahmedabad, India",2014-10-25,Gold,Fuel,F,215907,1,1
"Ahmedabad, India",2014-12-10,Silver,Food,F,231266,1,1
"Bengaluru, India",2014-05-20,Gold,Entertainment,F,270198,0,0
"Ahmedabad, India",2015-04-01,Gold,Fuel,M,211621,2,3
"Ahmedabad, India",2013-12-24,Gold,Grocery,M,233648,3,2
"Ahmedabad, India",2014-01-31,Silver,Fuel,F,185758,0,1
"Delhi, India",2014-11-12,Signature,Grocery,F,276758,1,1
"Greater Mumbai, India",2014-01-12,Platinum,Grocery,F,128863,0,1
"Delhi, India",2014-03-29,Signature,Bills,M,115603,2,3
"Greater Mumbai, India",2014-11-06,Silver,Entertainment,M,28913,3,2
"Bengaluru, India",2013-11-15,Signature,Fuel,M,41147,3,2
"Greater Mumbai, India",2015-01-24,Platinum,Grocery,F,194768,0,0
"Delhi, India",2015-01-18,Platinum,Grocery,F,205265,0,0
"Delhi, India",2014-10-05,Signature,Grocery,M,117848,3,2
"Bengaluru, India",2014-11-03,Platinum,Food,F,172681,1,1
"Bengaluru, India",2014-08-27,Silver,Grocery,M,262641,3,2
"Delhi, India",2014-09-10,Signature,Grocery,M,75247,3,2
"Greater Mumbai, India",2014-09-07,Signature,Entertainment,F,137341,1,1
"Bengaluru, India",2014-09-07,Platinum,Bills,F,61758,1,1
"Delhi, India",2014-01-28,Silver,Fuel,F,288445,0,1
"Greater Mumbai, India",2015-02-08,Platinum,Fuel,M,290925,2,3
"Delhi, India",2014-02-27,Signature,Entertainment,M,33392,2,3
"Delhi, India",2014-09-12,Gold,Bills,M,168253,3,2
"Ahmedabad, India",2013-10-15,Signature,Fuel,M,287269,3,2
"Greater Mumbai, India",2014-03-03,Silver,Fuel,F,186958,0,1
"Greater Mumbai, India",2014-07-09,Signature,Entertainment,M,49514,3,2
"Greater Mumbai, India",2014-07-02,Signature,Entertainment,M,67168,3,2
"Bengaluru, India",2015-05-26,Gold,Fuel,M,12590,2,3
"Bengaluru, India",2014-05-27,Signature,Food,M,181810,2,2
"Bengaluru, India",2015-01-29,Platinum,Grocery,F,76912,0,0
"Delhi, India",2015-04-19,Gold,Bills,M,141172,2,3
"Greater Mumbai, India",2014-10-02,Signature,Bills,M,70617,3,2
"Greater Mumbai, India",2014-08-02,Platinum,Grocery,M,234502,3,2
"Bengaluru, India",2013-12-17,Signature,Grocery,M,179188,3,2
"Delhi, India",2014-09-30,Platinum,Entertainment,F,251874,1,1
"Bengaluru, India",2013-12-14,Silver,Food,F,173068,1,1
"Delhi, India",2013-10-28,Signature,Entertainment,F,136974,1,1
"Ahmedabad, India",2013-12-12,Signature,Food,F,252661,1,1
"Bengaluru, India",2014-01-30,Silver,Entertainment,F,37470,0,1
"Greater Mumbai, India",2015-03-31,Signature,Fuel,M,113250,2,3
"Ahmedabad, India",2014-12-21,Signature,Grocery,F,133964,1,1
"Greater Mumbai, India",2014-07-12,Platinum,Entertainment,F,121882,1,1
"Delhi, India",2014-04-22,Silver,Food,M,97902,2,3
"Delhi, India",2014-06-08,Platinum,Bills,F,274734,0,0
"Ahmedabad, India",2014-11-25,Gold,Fuel,M,174256,3,2
"Ahmedabad, India",2015-01-14,Signature,Fuel,M,141254,2,3
"Ahmedabad, India",2014-05-09,Gold,Grocery,F,56117,0,1
"Greater Mumbai, India",2014-10-31,Silver,Fuel,M,68866,3,2
"Bengaluru, India",2014-01-24,Platinum,Entertainment,M,206381,2,3
"Delhi, India",2013-12-15,Silver,Fuel,F,53903,1,1
"Delhi, India",2013-12-19,Silver,Fuel,M,23271,3,2
"Greater Mumbai, India",2015-01-11,Signature,Entertainment,M,1240,2,3
"Bengaluru, India",2013-11-24,Platinum,Fuel,M,108465,3,2
"Ahmedabad, India",2014-01-31,Gold,Grocery,F,75608,0,1
"Bengaluru, India",2013-10-31,Gold,Bills,F,12192,1,1
"Bengaluru, India",2014-01-30,Platinum,Grocery,M,226403,2,2
"Bengaluru, India",2014-10-20,Signature,Grocery,M,70664,3,2
"Greater Mumbai, India",2015-03-25,Signature,Grocery,F,188168,0,0
"Bengaluru, India",2015-04-03,Signature,Bills,F,126353,0,0
"Bengaluru, India",2014-06-18,Platinum,Food,F,185517,0,1
"Delhi, India",2014-05-08,Gold,Fuel,M,48863,2,2
"Ahmedabad, India",2013-12-10,Platinum,Fuel,M,198741,3,2
"Greater Mumbai, India",2013-11-05,Silver,Grocery,F,262898,1,1
"Delhi, India",2013-10-04,Platinum,Entertainment,M,237165,3,2
"Bengaluru, India",2013-12-19,Platinum,Food,M,25619,3,2
"Bengaluru, India",2014-04-11,Signature,Entertainment,M,270610,2,3
"Ahmedabad, India",2013-12-25,Silver,Bills,M,42511,3,2
"Greater Mumbai, India",2014-03-12,Signature,Food,F,156017,0,1
"Delhi, India",2015-01-08,Silver,Bills,M,200475,2,3
"Bengaluru, India",2013-12-08,Gold,Bills,F,157978,1,1
"Greater Mumbai, India",2015-03-28,Silver,Bills,F,199306,0,0
"Delhi, India",2014-05-04,Signature,Fuel,M,51590,2,2
"Greater Mumbai, India",2014-01-09,Silver,Food,M,246198,2,2
"Delhi, India",2014-05-11,Gold,Fuel,M,139841,2,2
"Greater Mumbai, India",2014-01-15,Gold,Food,M,132481,2,3
"Bengaluru, India",2014-12-15,Silver,Grocery,M,61692,3,2
"Delhi, India",2014-03-31,Signature,Grocery,M,209987,2,2
"Ahmedabad, India",2015-05-22,Gold,Grocery,F,189119,0,0
"Bengaluru, India",2014-08-04,Platinum,Bills,M,121667,3,2
"Ahmedabad, India",2013-11-09,Silver,Food,F,19608,1,1
"Bengaluru, India",2014-11-14,Platinum,Grocery,F,217503,1,1
"Ahmedabad, India",2015-05-16,Platinum,Grocery,M,77573,2,3
"Bengaluru, India",2015-03-16,Silver,Bills,M,115115,2,3
"Greater Mumbai, India",2015-02-10,Silver,Grocery,M,119345,2,3
"Ahmedabad, India",2013-11-08,Silver,Bills,F,55064,1,1
"Delhi, India",2014-02-01,Signature,Fuel,M,79090,2,2
"Delhi, India",2014-03-13,Platinum,Entertainment,M,89747,2,2
"Bengaluru, India",2013-11-23,Platinum,Fuel,M,261642,3,2
"Bengaluru, India",2013-12-15,Signature,Bills,F,118536,1,1
"Greater Mumbai, India",2015-01-08,Silver,Bills,F,299784,0,0
"Bengaluru, India",2013-10-12,Signature,Fuel,M,26752,3,2
"Ahmedabad, India",2013-10-21,Silver,Bills,M,6528,3,2
"Bengaluru, India",2014-01-24,Silver,Food,F,50498,0,1
"Bengaluru, India",2014-08-22,Gold,Food,M,211011,3,2
"Delhi, India",2015-03-13,Gold,Fuel,M,111650,2,3
"Greater Mumbai, India",2013-10-10,Silver,Grocery,F,90839,1,1
"Greater Mumbai, India",2014-08-06,Gold,Food,M,295234,3,2
"Ahmedabad, India",2014-12-24,Platinum,Grocery,M,88517,3,2
"Greater Mumbai, India",2014-08-13,Platinum,Fuel,F,246458,1,1
"Bengaluru, India",2015-03-14,Signature,Entertainment,M,75792,2,3
"Delhi, India",2015-01-15,Gold,Fuel,M,251900,2,3
"Delhi, India",2014-09-29,Gold,Entertainment,F,200657,1,1
"Bengaluru, India",2014-07-04,Signature,Bills,M,297255,3,3
"Greater Mumbai, India",2014-01-06,Silver,Bills,M,288572,2,3
"Greater Mumbai, India",2014-06-28,Platinum,Entertainment,M,133486,2,2
"Greater Mumbai, India",2014-10-16,Platinum,Bills,F,56880,1,1
"Greater Mumbai, India",2014-09-16,Gold,Bills,F,109118,1,1
"Greater Mumbai, India",2014-10-30,Gold,Grocery,F,135532,1,1
"Ahmedabad, India",2013-12-19,Silver,Bills,F,237753,1,1
"Greater Mumbai, India",2013-12-25,Gold,Food,M,294624,3,2
"Greater Mumbai, India",2014-08-01,Silver,Grocery,M,245860,3,2
"Bengaluru, India",2013-12-26,Gold,Fuel,F,107051,1,1
"Bengaluru, India",2015-05-10,Gold,Entertainment,F,194659,0,0
"Ahmedabad, India",2014-04-27,Signature,Food,F,250163,0,1
"Delhi, India",2013-12-23,Gold,Food,F,9920,1,1
"Bengaluru, India",2013-10-06,Platinum,Grocery,F,172280,1,1
"Bengaluru, India",2013-11-13,Platinum,Fuel,F,11198,1,1
"Greater Mumbai, India",2015-05-22,Silver,Food,F,226206,0,0
"Bengaluru, India",2015-05-22,Silver,Fuel,M,42785,2,3
"Delhi, India",2015-03-02,Gold,Food,F,159250,0,0
"Delhi, India",2014-08-15,Signature,Entertainment,F,173450,1,1
"Delhi, India",2014-06-13,Signature,Fuel,M,51582,2,2
"Ahmedabad, India",2014-05-22,Signature,Grocery,M,82565,2,2
"Bengaluru, India",2015-03-17,Silver,Food,M,99155,2,3
"Bengaluru, India",2014-10-31,Platinum,Bills,M,274157,3,2
"Greater Mumbai, India",2014-04-18,Gold,Grocery,M,153183,2,2
"Bengaluru, India",2014-09-17,Silver,Fuel,M,59805,3,2
"Greater Mumbai, India",2015-04-14,Gold,Entertainment,M,299597,2,3
"Bengaluru, India",2014-01-13,Silver,Bills,F,97472,0,1
"Bengaluru, India",2014-03-22,Signature,Fuel,M,107612,2,2
"Greater Mumbai, India",2014-01-18,Gold,Bills,F,201219,0,0
"Delhi, India",2014-04-05,Silver,Food,F,83196,0,1
"Bengaluru, India",2014-09-27,Gold,Bills,F,43797,1,1
"Delhi, India",2014-07-13,Signature,Grocery,M,195138,3,2
"Bengaluru, India",2014-01-20,Platinum,Food,F,204089,0,1
"Ahmedabad, India",2014-12-04,Silver,Entertainment,F,72100,1,1
"Ahmedabad, India",2014-08-07,Silver,Fuel,M,130891,3,2
"Ahmedabad, India",2015-03-25,Platinum,Food,M,241088,2,3
"Bengaluru, India",2014-03-28,Silver,Fuel,F,171709,0,1
"Bengaluru, India",2014-12-29,Signature,Entertainment,F,135869,1,1
"Greater Mumbai, India",2014-07-07,Signature,Grocery,F,84883,1,1
"Greater Mumbai, India",2014-07-30,Signature,Bills,M,32221,3,2
"Delhi, India",2014-10-12,Silver,Bills,F,117137,1,1
"Bengaluru, India",2014-03-03,Silver,Food,F,151585,0,1
"Delhi, India",2014-11-02,Silver,Grocery,M,22425,3,2
"Bengaluru, India",2015-04-26,Platinum,Food,M,281474,2,3
"Delhi, India",2014-05-01,Platinum,Entertainment,M,26019,2,3
"Bengaluru, India",2015-05-01,Platinum,Food,M,12748,2,3
"Bengaluru, India",2014-06-21,Platinum,Grocery,M,178523,2,2
"Greater Mumbai, India",2015-04-13,Signature,Grocery,M,295781,2,3
"Greater Mumbai, India",2014-12-03,Silver,Fuel,M,66086,3,2
"Ahmedabad, India",2014-12-18,Gold,Bills,M,245768,3,2
"Bengaluru, India",2015-01-11,Platinum,Entertainment,M,209406,2,3
"Greater Mumbai, India",2014-05-20,Gold,Fuel,M,87638,2,2
"Delhi, India",2015-04-09,Silver,Food,M,278793,2,3
"Delhi, India",2014-08-04,Signature,Entertainment,M,240140,3,2
"Ahmedabad, India",2014-06-23,Silver,Food,F,22050,0,1
"Bengaluru, India",2014-07-18,Platinum,Food,F,7504,1,1
"Bengaluru, India",2014-04-08,Platinum,Fuel,M,273690,2,2
"Greater Mumbai, India",2013-10-17,Platinum,Grocery,F,134850,1,1
"Ahmedabad, India",2013-10-18,Signature,Bills,F,222885,1,1
"Bengaluru, India",2013-12-16,Silver,Bills,F,31281,1,1
"Greater Mumbai, India",2015-03-24,Platinum,Grocery,F,249069,0,0
"Delhi, India",2014-02-21,Platinum,Grocery,F,23597,0,1
"Ahmedabad, India",2013-10-07,Platinum,Food,M,25685,3,2
"Bengaluru, India",2013-10-09,Platinum,Fuel,F,158261,1,1
"Bengaluru, India",2014-11-20,Gold,Fuel,F,240997,1,1
"Greater Mumbai, India",2015-03-29,Platinum,Food,F,134276,0,0
"Delhi, India",2014-06-28,Signature,Fuel,F,194699,0,1
"Delhi, India",2014-06-22,Signature,Grocery,M,192840,2,2
"Greater Mumbai, India",2014-01-17,Gold,Grocery,M,155980,2,2
"Greater Mumbai, India",2014-03-25,Signature,Grocery,M,138431,2,2
"Ahmedabad, India",2015-04-23,Signature,Grocery,F,287520,0,0
"Delhi, India",2014-04-02,Gold,Grocery,M,33564,2,2
"Delhi, India",2014-02-20,Silver,Bills,M,97365,2,3
"Greater Mumbai, India",2014-01-13,Platinum,Food,F,233445,0,1
"Bengaluru, India",2014-11-14,Signature,Grocery,F,258512,1,1
"Bengaluru, India",2013-10-13,Signature,Entertainment,M,271916,3,2
"Ahmedabad, India",2014-07-24,Signature,Food,M,140763,3,2
"Greater Mumbai, India",2014-09-26,Silver,Fuel,M,134321,3,2
"Greater Mumbai, India",2013-10-09,Silver,Entertainment,M,264150,3,2
"Bengaluru, India",2014-09-12,Platinum,Fuel,F,20530,1,1
"Delhi, India",2014-01-21,Platinum,Fuel,M,169524,2,2
"Bengaluru, India",2015-02-06,Silver,Entertainment,F,163191,0,0
"Greater Mumbai, India",2013-12-11,Silver,Food,F,117735,1,1
"Delhi, India",2013-11-22,Gold,Food,F,186244,1,1
"Ahmedabad, India",2013-10-06,Silver,Food,F,34627,1,1
"Delhi, India",2014-11-01,Platinum,Grocery,M,97283,3,2
"Ahmedabad, India",2014-02-22,Gold,Grocery,F,16271,0,1
"Greater Mumbai, India",2014-06-28,Silver,Fuel,M,245226,2,2
"Ahmedabad, India",2014-05-16,Silver,Entertainment,F,220932,0,1
"Greater Mumbai, India",2014-09-22,Silver,Fuel,F,121194,1,1
"Delhi, India",2015-04-21,Silver,Grocery,F,102513,0,0
"Delhi, India",2014-04-06,Platinum,Food,F,245554,0,1
"Ahmedabad, India",2014-01-23,Silver,Fuel,F,199159,0,1
"Greater Mumbai, India",2014-02-09,Platinum,Bills,F,186126,0,0
"Greater Mumbai, India",2014-05-21,Gold,Grocery,F,292553,0,1
"Greater Mumbai, India",2013-12-27,Platinum,Food,M,149072,3,2
"Ahmedabad, India",2014-08-23,Gold,Entertainment,F,273719,1,1
"Ahmedabad, India",2014-03-14,Silver,Food,F,145626,0,1
"Ahmedabad, India",2014-07-26,Signature,Food,M,183047,3,2
"Bengaluru, India",2014-01-28,Platinum,Grocery,M,37681,2,2
"Ahmedabad, India",2014-07-13,Platinum,Grocery,F,247615,1,1
"Greater Mumbai, India",2014-06-26,Gold,Grocery,F,214699,0,1
"Greater Mumbai, India",2015-02-13,Silver,Entertainment,F,127677,0,0
"Ahmedabad, India",2014-02-10,Platinum,Entertainment,M,95811,2,3
"Bengaluru, India",2015-04-29,Silver,Grocery,F,190027,0,0
"Delhi, India",2014-01-04,Platinum,Grocery,M,276246,2,2
"Bengaluru, India",2014-05-22,Silver,Grocery,M,146929,2,2
"Delhi, India",2013-10-11,Gold,Entertainment,M,108085,3,2
"Bengaluru, India",2014-05-02,Platinum,Grocery,M,219291,2,2
"Delhi, India",2013-10-29,Silver,Entertainment,M,5675,3,2
"Delhi, India",2014-01-29,Signature,Food,M,91775,2,2
"Delhi, India",2014-05-13,Platinum,Bills,F,132476,0,0
"Ahmedabad, India",2014-04-05,Platinum,Fuel,F,245929,0,1
"Greater Mumbai, India",2015-02-07,Signature,Fuel,M,244648,2,3
"Greater Mumbai, India",2014-01-07,Gold,Grocery,M,56517,2,2
"Ahmedabad, India",2013-12-13,Platinum,Entertainment,F,131531,1,1
"Bengaluru, India",2014-05-15,Gold,Fuel,F,282530,0,1
"Greater Mumbai, India",2015-04-12,Signature,Entertainment,F,149910,0,0
"Ahmedabad, India",2014-11-17,Gold,Entertainment,M,87097,3,2
"Ahmedabad, India",2015-01-31,Platinum,Grocery,F,37099,0,0
"Greater Mumbai, India",2015-04-12,Gold,Fuel,M,169005,2,3
"Ahmedabad, India",2014-10-12,Platinum,Bills,F,201939,1,1
"Ahmedabad, India",2014-11-18,Signature,Entertainment,F,51146,1,1
"Ahmedabad, India",2015-01-28,Platinum,Fuel,M,222287,2,3
"Bengaluru, India",2014-03-19,Silver,Bills,F,241111,0,1
"Delhi, India",2013-11-10,Silver,Entertainment,F,49792,1,1
"Delhi, India",2015-04-01,Platinum,Bills,M,299505,2,3
"Ahmedabad, India",2015-05-22,Signature,Food,F,91635,0,0
"Bengaluru, India",2013-12-11,Silver,Bills,F,255070,1,1
"Delhi, India",2015-01-18,Gold,Entertainment,M,279951,2,3
"Bengaluru, India",2014-03-25,Gold,Grocery,M,198438,2,2
"Bengaluru, India",2014-03-19,Signature,Grocery,F,298960,0,1
"Greater Mumbai, India",2015-04-28,Gold,Entertainment,F,168374,0,0
"Bengaluru, India",2013-12-26,Gold,Entertainment,M,123006,3,2
"Bengaluru, India",2013-12-06,Platinum,Fuel,F,194145,1,1
"Delhi, India",2015-04-24,Silver,Bills,M,96067,2,3
"Ahmedabad, India",2014-11-19,Gold,Food,F,53765,1,1
"Bengaluru, India",2014-01-07,Platinum,Food,M,135477,2,2
"Bengaluru, India",2014-11-24,Silver,Entertainment,M,24565,3,2
"Delhi, India",2014-09-11,Platinum,Food,F,287234,1,1
"Ahmedabad, India",2015-03-12,Signature,Entertainment,M,259335,2,3
"Bengaluru, India",2015-04-04,Platinum,Entertainment,M,72264,2,3
"Delhi, India",2015-02-20,Platinum,Entertainment,F,251328,0,0
"Ahmedabad, India",2015-05-11,Gold,Grocery,M,120658,2,3
"Greater Mumbai, India",2014-12-16,Gold,Fuel,F,24317,1,1
"Bengaluru, India",2014-07-24,Signature,Bills,F,2194,1,1
"Greater Mumbai, India",2014-10-02,Gold,Food,F,53714,1,1
"Greater Mumbai, India",2013-12-18,Gold,Fuel,M,165323,3,2
"Greater Mumbai, India",2013-10-17,Gold,Entertainment,F,215265,1,1
"Bengaluru, India",2013-12-03,Signature,Fuel,F,298622,1,1
"Ahmedabad, India",2015-03-31,Platinum,Grocery,F,44030,0,0
"Ahmedabad, India",2014-06-16,Silver,Food,M,132554,2,2
"Ahmedabad, India",2015-02-01,Gold,Entertainment,M,198950,2,3
"Ahmedabad, India",2013-10-23,Silver,Bills,F,116903,1,1
"Ahmedabad, India",2014-05-08,Platinum,Grocery,F,118068,0,1
"Delhi, India",2014-09-26,Signature,Entertainment,F,136474,1,1
"Delhi, India",2014-03-28,Gold,Bills,M,91744,2,3
"Delhi, India",2014-06-18,Platinum,Fuel,M,170432,2,2
"Delhi, India",2014-09-03,Platinum,Grocery,F,194352,1,1
"Ahmedabad, India",2014-09-06,Signature,Food,F,75113,1,1
"Delhi, India",2015-02-04,Signature,Entertainment,F,115985,0,0
"Greater Mumbai, India",2014-08-08,Silver,Bills,M,80749,3,2
"Greater Mumbai, India",2015-04-23,Platinum,Food,M,68324,2,3
"Delhi, India",2015-02-22,Gold,Food,M,84918,2,3
"Delhi, India",2014-07-28,Silver,Food,F,253354,1,1
"Bengaluru, India",2014-08-20,Signature,Bills,F,136880,1,1
"Ahmedabad, India",2015-02-20,Silver,Grocery,M,233637,2,3
"Delhi, India",2014-07-25,Gold,Bills,M,255965,3,2
"Delhi, India",2014-09-23,Gold,Fuel,F,44734,1,1
"Delhi, India",2013-10-16,Gold,Fuel,M,114226,3,2
"Delhi, India",2014-01-13,Signature,Fuel,M,14615,2,2
"Bengaluru, India",2014-12-26,Gold,Grocery,M,19513,3,2
"Ahmedabad, India",2014-11-18,Silver,Food,F,82579,1,1
"Greater Mumbai, India",2013-11-17,Gold,Entertainment,M,154715,3,2
"Greater Mumbai, India",2015-02-20,Silver,Fuel,M,27363,2,3
"Ahmedabad, India",2014-01-04,Platinum,Entertainment,F,222164,0,0
"Greater Mumbai, India",2015-05-18,Platinum,Entertainment,M,104683,2,3
"Ahmedabad, India",2015-04-21,Silver,Food,M,61728,2,3
"Greater Mumbai, India",2014-01-10,Signature,Entertainment,M,159603,2,3
"Ahmedabad, India",2014-03-01,Platinum,Entertainment,F,110081,0,0
"Greater Mumbai, India",2014-10-05,Platinum,Food,M,47847,3,2
"Bengaluru, India",2014-06-05,Signature,Bills,F,39361,0,1
"Ahmedabad, India",2013-11-18,Gold,Grocery,M,257717,3,2
"Delhi, India",2014-08-22,Silver,Entertainment,M,161329,3,2
"Delhi, India",2013-12-15,Signature,Grocery,F,281055,1,1
"Greater Mumbai, India",2013-11-21,Signature,Grocery,F,205230,1,1
"Greater Mumbai, India",2014-03-12,Signature,Grocery,F,73896,0,1
"Bengaluru, India",2013-10-04,Silver,Food,M,182817,3,2
"Bengaluru, India",2013-12-10,Gold,Bills,F,261675,1,1
"Bengaluru, India",2014-10-28,Gold,Grocery,M,86365,3,2
"Ahmedabad, India",2015-01-30,Platinum,Bills,M,35283,2,3
"Ahmedabad, India",2015-04-22,Gold,Fuel,F,205677,0,0
"Greater Mumbai, India",2014-01-11,Gold,Food,M,240672,2,2
"Delhi, India",2015-03-11,Gold,Entertainment,M,278840,2,3
"Greater Mumbai, India",2014-08-18,Platinum,Entertainment,F,297231,1,1
"Greater Mumbai, India",2014-07-10,Gold,Bills,M,258085,3,2
"Bengaluru, India",2014-12-29,Gold,Entertainment,M,156635,3,2
"Ahmedabad, India",2015-05-22,Silver,Food,M,82236,2,3
"Ahmedabad, India",2014-11-13,Silver,Entertainment,M,292241,3,2
"Greater Mumbai, India",2014-07-26,Platinum,Entertainment,M,74480,3,2
"Delhi, India",2013-12-19,Gold,Fuel,M,298784,3,2
"Delhi, India",2014-04-21,Gold,Entertainment,F,191005,0,0
"Bengaluru, India",2014-03-18,Silver,Entertainment,M,263805,2,3
"Bengaluru, India",2014-03-25,Gold,Bills,M,3240,2,3
"Bengaluru, India",2015-03-14,Gold,Fuel,F,250389,0,0
"Delhi, India",2014-05-19,Platinum,Grocery,F,39701,0,1
"Bengaluru, India",2014-09-11,Gold,Fuel,M,95984,3,2
"Delhi, India",2015-05-05,Platinum,Grocery,M,91187,2,3
"Greater Mumbai, India",2014-11-21,Platinum,Entertainment,F,226230,1,1
"Ahmedabad, India",2014-09-13,Gold,Food,M,130261,3,2
"Bengaluru, India",2014-03-03,Signature,Grocery,F,280203,0,1
"Bengaluru, India",2015-05-12,Platinum,Bills,F,120843,0,0
"Delhi, India",2014-06-18,Platinum,Entertainment,F,85082,0,1
"Bengaluru, India",2014-04-09,Signature,Entertainment,F,204463,0,1
"Delhi, India",2014-06-07,Signature,Bills,M,244194,2,3
"Ahmedabad, India",2014-12-14,Signature,Fuel,F,114580,1,1
"Delhi, India",2015-02-09,Signature,Food,F,39987,0,0
